date,payee,expenditure_code,description,amount,committee_name,position
10/31/2019,AUTHORIZE.NET,OFFICE EXPENSES,,18,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/31/2019,AUTHORIZE.NET,OFFICE EXPENSES,,18,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
11/30/2019,AUTHORIZE.NET,OFFICE EXPENSES,,18,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/02/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,18,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/08/2020,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,17,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/30/2019,AUTHORIZE.NET,OFFICE EXPENSES,,17,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/08/2020,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,17,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/22/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,17,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
02/29/2020,AUTHORIZE.NET,OFFICE EXPENSES,,17,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/31/2020,AUTHORIZE.NET,OFFICE EXPENSES,,17,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
03/31/2020,AUTHORIZE.NET,OFFICE EXPENSES,,17,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/30/2020,AUTHORIZE.NET,OFFICE EXPENSES,,16,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
01/31/2020,AUTHORIZE.NET,OFFICE EXPENSES,,16,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
03/31/2020,AUTHORIZE.NET,OFFICE EXPENSES,,15,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/31/2020,AUTHORIZE.NET,OFFICE EXPENSES,,15,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/31/2019,AUTHORIZE.NET,OFFICE EXPENSES,,15,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/30/2019,AUTHORIZE.NET,OFFICE EXPENSES,,15,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/16/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,15,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/30/2020,AUTHORIZE.NET,OFFICE EXPENSES,,15,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/05/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,14,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/11/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,14,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/20/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,12,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/05/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,11,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/15/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,10,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/25/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,9,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/08/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,9,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/31/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,8,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/08/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,8,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/21/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,7,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/09/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,7,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/20/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,7,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/03/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,7,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/27/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,6,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/31/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,6,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/10/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,6,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/01/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,6,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/23/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,5,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/26/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,5,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/28/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,5,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/09/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,5,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/17/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,5,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/09/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,4,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/23/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,3,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/27/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,3,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/14/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,3,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/13/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,3,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/12/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,3,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/04/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,3,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/30/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,3,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/13/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,2,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/07/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,2,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/11/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,2,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
11/14/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/13/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/12/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
11/01/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/04/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/29/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
11/27/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/30/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/03/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/31/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/03/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,1,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/30/2020,ADVANCED IMAGE DIRECT,"POSTAGE, DELIVERY AND MESSENGER SERVICES",,-14169,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
